recall,precision
1.0,0.06687898089171974
1.0,0.0670926517571885
1.0,0.0673076923076923
1.0,0.06752411575562701
1.0,0.06774193548387097
1.0,0.06796116504854369
1.0,0.06818181818181818
1.0,0.06840390879478828
1.0,0.06862745098039216
1.0,0.06885245901639345
1.0,0.06907894736842106
1.0,0.06930693069306931
1.0,0.0695364238410596
1.0,0.06976744186046512
1.0,0.07
1.0,0.07023411371237458
1.0,0.07046979865771812
1.0,0.0707070707070707
1.0,0.07094594594594594
1.0,0.0711864406779661
1.0,0.07142857142857142
1.0,0.07167235494880546
1.0,0.07191780821917808
1.0,0.07216494845360824
1.0,0.07241379310344828
1.0,0.0726643598615917
1.0,0.07291666666666667
1.0,0.07317073170731707
1.0,0.07342657342657342
1.0,0.07368421052631578
1.0,0.07394366197183098
1.0,0.07420494699646643
1.0,0.07446808510638298
1.0,0.07473309608540925
1.0,0.075
1.0,0.07526881720430108
1.0,0.07553956834532374
1.0,0.07581227436823104
1.0,0.07608695652173914
1.0,0.07636363636363637
1.0,0.07664233576642336
1.0,0.07692307692307693
1.0,0.07720588235294118
1.0,0.07749077490774908
1.0,0.07777777777777778
1.0,0.07806691449814127
1.0,0.07835820895522388
1.0,0.07865168539325842
0.9523809523809523,0.07518796992481203
0.9523809523809523,0.07547169811320754
0.9523809523809523,0.07575757575757576
0.9523809523809523,0.07604562737642585
0.9523809523809523,0.07633587786259542
0.9523809523809523,0.07662835249042145
0.9523809523809523,0.07692307692307693
0.9523809523809523,0.07722007722007722
0.9523809523809523,0.07751937984496124
0.9523809523809523,0.07782101167315175
0.9523809523809523,0.078125
0.9523809523809523,0.0784313725490196
0.9523809523809523,0.07874015748031496
0.9523809523809523,0.07905138339920949
0.9523809523809523,0.07936507936507936
0.9523809523809523,0.0796812749003984
0.9523809523809523,0.08
0.9523809523809523,0.08032128514056225
0.9523809523809523,0.08064516129032258
0.9523809523809523,0.08097165991902834
0.9523809523809523,0.08130081300813008
0.9523809523809523,0.08163265306122448
0.9523809523809523,0.08196721311475409
0.9523809523809523,0.0823045267489712
0.9523809523809523,0.08264462809917356
0.9523809523809523,0.08298755186721991
0.9523809523809523,0.08333333333333333
0.9523809523809523,0.08368200836820083
0.9523809523809523,0.08403361344537816
0.9523809523809523,0.08438818565400844
0.9523809523809523,0.0847457627118644
0.9523809523809523,0.0851063829787234
0.9523809523809523,0.08547008547008547
0.9523809523809523,0.08583690987124463
0.9523809523809523,0.08620689655172414
0.9523809523809523,0.08658008658008658
0.9523809523809523,0.08695652173913043
0.9523809523809523,0.08733624454148471
0.9523809523809523,0.08771929824561403
0.9523809523809523,0.0881057268722467
0.9523809523809523,0.08849557522123894
0.9523809523809523,0.08888888888888889
0.9523809523809523,0.08928571428571429
0.9523809523809523,0.08968609865470852
0.9523809523809523,0.09009009009009009
0.9523809523809523,0.09049773755656108
0.9523809523809523,0.09090909090909091
0.9523809523809523,0.091324200913242
0.9523809523809523,0.09174311926605505
0.9523809523809523,0.09216589861751152
0.9523809523809523,0.09259259259259259
0.9523809523809523,0.09302325581395349
0.9523809523809523,0.09345794392523364
0.9523809523809523,0.09389671361502347
0.9523809523809523,0.09433962264150944
0.9523809523809523,0.0947867298578199
0.9523809523809523,0.09523809523809523
0.9523809523809523,0.09569377990430622
0.9523809523809523,0.09615384615384616
0.9523809523809523,0.0966183574879227
0.9523809523809523,0.0970873786407767
0.9523809523809523,0.0975609756097561
0.9523809523809523,0.09803921568627451
0.9523809523809523,0.09852216748768473
0.9523809523809523,0.09900990099009901
0.9523809523809523,0.09950248756218906
0.9523809523809523,0.1
0.9523809523809523,0.10050251256281408
0.9523809523809523,0.10101010101010101
0.9523809523809523,0.10152284263959391
0.9523809523809523,0.10204081632653061
0.9523809523809523,0.10256410256410256
0.9523809523809523,0.10309278350515463
0.9523809523809523,0.10362694300518134
0.9523809523809523,0.10416666666666667
0.9523809523809523,0.10471204188481675
0.9523809523809523,0.10526315789473684
0.9523809523809523,0.10582010582010581
0.9523809523809523,0.10638297872340426
0.9523809523809523,0.10695187165775401
0.9523809523809523,0.10752688172043011
0.9523809523809523,0.10810810810810811
0.9523809523809523,0.10869565217391304
0.9523809523809523,0.1092896174863388
0.9523809523809523,0.10989010989010989
0.9523809523809523,0.11049723756906077
0.9523809523809523,0.1111111111111111
0.9523809523809523,0.11173184357541899
0.9523809523809523,0.11235955056179775
0.9523809523809523,0.11299435028248588
0.9523809523809523,0.11363636363636363
0.9523809523809523,0.11428571428571428
0.9047619047619048,0.10919540229885058
0.9047619047619048,0.10982658959537572
0.9047619047619048,0.11046511627906977
0.9047619047619048,0.1111111111111111
0.9047619047619048,0.11176470588235295
0.9047619047619048,0.11242603550295859
0.9047619047619048,0.1130952380952381
0.9047619047619048,0.11377245508982035
0.9047619047619048,0.1144578313253012
0.9047619047619048,0.11515151515151516
0.9047619047619048,0.11585365853658537
0.9047619047619048,0.1165644171779141
0.9047619047619048,0.11728395061728394
0.9047619047619048,0.11801242236024845
0.9047619047619048,0.11875
0.9047619047619048,0.11949685534591195
0.9047619047619048,0.12025316455696203
0.9047619047619048,0.12101910828025478
0.9047619047619048,0.12179487179487179
0.9047619047619048,0.12258064516129032
0.9047619047619048,0.12337662337662338
0.9047619047619048,0.12418300653594772
0.9047619047619048,0.125
0.9047619047619048,0.12582781456953643
0.9047619047619048,0.12666666666666668
0.9047619047619048,0.12751677852348994
0.9047619047619048,0.12837837837837837
0.9047619047619048,0.1292517006802721
0.9047619047619048,0.13013698630136986
0.9047619047619048,0.1310344827586207
0.9047619047619048,0.13194444444444445
0.9047619047619048,0.13286713286713286
0.9047619047619048,0.13380281690140844
0.9047619047619048,0.1347517730496454
0.9047619047619048,0.1357142857142857
0.9047619047619048,0.1366906474820144
0.9047619047619048,0.13768115942028986
0.9047619047619048,0.1386861313868613
0.9047619047619048,0.13970588235294118
0.9047619047619048,0.14074074074074075
0.9047619047619048,0.1417910447761194
0.9047619047619048,0.14285714285714285
0.9047619047619048,0.14393939393939395
0.9047619047619048,0.1450381679389313
0.9047619047619048,0.14615384615384616
0.9047619047619048,0.14728682170542637
0.9047619047619048,0.1484375
0.9047619047619048,0.14960629921259844
0.9047619047619048,0.15079365079365079
0.9047619047619048,0.152
0.9047619047619048,0.1532258064516129
0.9047619047619048,0.15447154471544716
0.9047619047619048,0.1557377049180328
0.9047619047619048,0.15702479338842976
0.9047619047619048,0.15833333333333333
0.9047619047619048,0.15966386554621848
0.9047619047619048,0.16101694915254236
0.9047619047619048,0.1623931623931624
0.9047619047619048,0.16379310344827586
0.9047619047619048,0.16521739130434782
0.9047619047619048,0.16666666666666666
0.9047619047619048,0.168141592920354
0.9047619047619048,0.16964285714285715
0.9047619047619048,0.17117117117117117
0.9047619047619048,0.17272727272727273
0.9047619047619048,0.1743119266055046
0.9047619047619048,0.17592592592592593
0.8571428571428571,0.16822429906542055
0.8571428571428571,0.16981132075471697
0.8571428571428571,0.17142857142857143
0.8571428571428571,0.17307692307692307
0.8571428571428571,0.17475728155339806
0.8095238095238095,0.16666666666666666
0.7619047619047619,0.15841584158415842
0.7142857142857143,0.15
0.7142857142857143,0.15151515151515152
0.7142857142857143,0.15306122448979592
0.7142857142857143,0.15463917525773196
0.7142857142857143,0.15625
0.7142857142857143,0.15789473684210525
0.7142857142857143,0.1595744680851064
0.7142857142857143,0.16129032258064516
0.7142857142857143,0.16304347826086957
0.7142857142857143,0.16483516483516483
0.7142857142857143,0.16666666666666666
0.7142857142857143,0.16853932584269662
0.7142857142857143,0.17045454545454544
0.7142857142857143,0.1724137931034483
0.7142857142857143,0.1744186046511628
0.7142857142857143,0.17647058823529413
0.7142857142857143,0.17857142857142858
0.6666666666666666,0.1686746987951807
0.6666666666666666,0.17073170731707318
0.6666666666666666,0.1728395061728395
0.6666666666666666,0.175
0.6666666666666666,0.17721518987341772
0.6666666666666666,0.1794871794871795
0.6666666666666666,0.18181818181818182
0.6666666666666666,0.18421052631578946
0.6666666666666666,0.18666666666666668
0.6666666666666666,0.1891891891891892
0.6666666666666666,0.1917808219178082
0.6666666666666666,0.19444444444444445
0.6666666666666666,0.19718309859154928
0.6666666666666666,0.2
0.6190476190476191,0.18840579710144928
0.6190476190476191,0.19117647058823528
0.6190476190476191,0.19402985074626866
0.6190476190476191,0.19696969696969696
0.6190476190476191,0.2
0.5714285714285714,0.1875
0.5714285714285714,0.19047619047619047
0.5714285714285714,0.1935483870967742
0.5714285714285714,0.19672131147540983
0.5714285714285714,0.2
0.5714285714285714,0.2033898305084746
0.5714285714285714,0.20689655172413793
0.5238095238095238,0.19298245614035087
0.5238095238095238,0.19642857142857142
0.47619047619047616,0.18181818181818182
0.47619047619047616,0.18518518518518517
0.47619047619047616,0.18867924528301888
0.47619047619047616,0.19230769230769232
0.47619047619047616,0.19607843137254902
0.47619047619047616,0.2
0.47619047619047616,0.20408163265306123
0.47619047619047616,0.20833333333333334
0.47619047619047616,0.2127659574468085
0.47619047619047616,0.21739130434782608
0.47619047619047616,0.2222222222222222
0.42857142857142855,0.20454545454545456
0.42857142857142855,0.20930232558139536
0.42857142857142855,0.21428571428571427
0.38095238095238093,0.1951219512195122
0.38095238095238093,0.2
0.38095238095238093,0.20512820512820512
0.38095238095238093,0.21052631578947367
0.38095238095238093,0.21621621621621623
0.38095238095238093,0.2222222222222222
0.38095238095238093,0.22857142857142856
0.38095238095238093,0.23529411764705882
0.38095238095238093,0.24242424242424243
0.38095238095238093,0.25
0.38095238095238093,0.25806451612903225
0.38095238095238093,0.26666666666666666
0.3333333333333333,0.2413793103448276
0.3333333333333333,0.25
0.3333333333333333,0.25925925925925924
0.3333333333333333,0.2692307692307692
0.3333333333333333,0.28
0.3333333333333333,0.2916666666666667
0.3333333333333333,0.30434782608695654
0.3333333333333333,0.3181818181818182
0.3333333333333333,0.3333333333333333
0.2857142857142857,0.3
0.2857142857142857,0.3157894736842105
0.23809523809523808,0.2777777777777778
0.23809523809523808,0.29411764705882354
0.19047619047619047,0.25
0.19047619047619047,0.26666666666666666
0.19047619047619047,0.2857142857142857
0.14285714285714285,0.23076923076923078
0.14285714285714285,0.25
0.14285714285714285,0.2727272727272727
0.09523809523809523,0.2
0.047619047619047616,0.1111111111111111
0.047619047619047616,0.125
0.047619047619047616,0.14285714285714285
0.047619047619047616,0.16666666666666666
0.047619047619047616,0.2
0.047619047619047616,0.25
0.047619047619047616,0.3333333333333333
0.047619047619047616,0.5
0.0,0.0
0.0,1.0
